Date	id	Cost	Clicks	note
03-04-2020	9bqcw8iy	5.73123	38	Jayden;40;545
20-07-2020	bPBVeJ7J	2.71222	41	Valeria;39;35558
19-07-2020	T9qUOzwG	5.33267	36	Elliott;62;886
05-10-2020	1q5C9Hmm	8.85129	21	Mckenzie;59;167
30-06-2020	EIN4kXj_	0.47464	36	Nathaniel;29;2860
16-02-2020	w8ZewONQ	8.58318	40	Alexandra;27;114238
09-04-2020	aN6qr7LR	8.83359	16	Cameron;39;3230
14-03-2020	T6YziX4R	6.30097	28	Tristan;32;9203
27-12-2020	Vsn4TS6q	4.16904	25	Christopher;31;52548
17-04-2020	AFmQRHlI	2.3075	22	Robert;60;160915
28-03-2020	Leuk4Dpx	0.5583	27	Caroline;32;61965
26-08-2020	aktdAGN0	3.61713	29	Julia;23;98852
17-01-2020	2sCPGsCz	3.28891	13	Julian;32;32113
07-07-2020	fsDbwlXB	0.12363	14	Savannah;30;656
22-05-2020	24YgPKqo	7.32201	36	Faith;41;5900
05-07-2020	SMrjeGYl	9.56234	33	Mya;28;2024
27-10-2020	YUHt06w9	4.38313	33	Kennedy;36;2743
15-06-2020	euBva6vY	10.03384	42	Thomas;51;165962
02-05-2020	WRBcAXoa	4.26175	15	Blake;58;2375
21-05-2020	Ob6Y18vW	2.84707	10	Adalynn;28;2
05-10-2020	NKzcimvh	9.33671	43	Cayden;46;13
27-01-2020	vvnATJKU	0.68635	2	Kaden;30;32
26-04-2020	Wyngp87r	1.62311	2	Kaleb;35;262
30-04-2020	XJfAGdVH	8.75909	36	Brian;47;48727
28-09-2020	4Tvq1b3j	3.59894	11	Quinn;42;359
05-02-2020	I6oour_x	4.54226	34	Abraham;44;9736
19-09-2020	YRODR_ZN	5.00569	10	Reagan;38;621
11-02-2020	FVQa3RH9	10.19561	48	Hailey;31;373
11-05-2020	0_NbJR0K	4.2179	11	Joseph;57;57397
06-08-2020	h0qcXGKj	3.71335	43	Dean;45;12712
09-08-2020	Z1S9lXx2	8.93594	48	James;58;111683
25-12-2020	79quI54o	9.45546	24	Londyn;49;1
14-05-2020	BIYSAGJ4	10.86137	10	Beau;50;2218
15-12-2020	MvBdwWHc	7.28291	5	Elliot;36;1863
30-06-2020	3alpQB3n	3.51517	14	Kevin;35;152999
20-09-2020	s8vozo31	4.05076	33	Raelynn;54;7
07-11-2020	h9T_gKJQ	4.58154	30	Beckett;28;18
14-05-2020	GY7lf_IX	2.83045	21	Brooke;37;1120
02-07-2020	aE8F_IT2	0.91371	21	Caleb;27;1908
08-09-2020	epZx0e03	8.70559	13	Aria;44;1702
02-05-2020	cuSYxXvn	3.93551	1	Kinsley;28;102
10-05-2020	HIxYuC7H	3.07081	20	Alice;31;65532
21-07-2020	FtFmCQBD	2.81503	24	Parker;52;950
02-10-2020	szF_vh9Q	6.53373	20	Zachary;40;2764
11-10-2020	YfSYM303	2.10071	20	Kingston;35;345
11-07-2020	NkKzm8av	6.92731	21	Jordyn;25;60
29-08-2020	qioMHX3P	7.46735	44	Madeline;29;1777
20-10-2020	4VzEnIUM	4.42746	30	Jase;25;598
16-09-2020	3hPISj6y	4.73878	8	Paul;59;139491
17-08-2020	BuScI1nn	4.35581	13	Braxton;50;61
17-02-2020	VwxK0bZZ	6.31682	21	Gael;38;7500
26-09-2020	LJe4v9hx	3.51903	8	Hazel;60;4820
01-06-2020	LJX07yuz	2.73849	33	Hayden;37;717
10-06-2020	cnHhWRSb	3.27941	2	Jonathan;28;86751
29-04-2020	J6SIeBLO	0.15699	46	Matthew;35;34742
02-04-2020	gFGafVQa	9.85615	6	Logan;34;4119
03-02-2020	riE0zizk	5.76168	12	Elias;53;12662
08-02-2020	hrKYxBSa	10.4726	43	Maria;22;517258
19-05-2020	xThOnwIK	3.7653	25	Aubrey;50;1237
10-09-2020	2jAmcByq	10.62259	17	Eva;44;125157
25-12-2020	M8dqB7r7	4.94281	7	Weston;39;179
31-03-2020	GehQdn49	5.80921	22	Aaliyah;30;644
28-03-2020	RbYR83jF	6.91306	4	Santiago;50;15495
20-10-2020	UhG42YN1	5.18652	42	Addison;55;185
08-12-2020	YydDBzaN	1.20096	33	Finn;69;1779
22-02-2020	H2eaW2iU	3.89192	5	Evan;28;5188
26-05-2020	wxPuHI7h	4.84105	45	Jacob;67;14222
14-01-2020	0LHt3tMh	4.42817	32	Isabel;69;56190
28-03-2020	4yrB9wfs	10.52781	1	Norah;36;1082
28-12-2020	XVF03aaC	6.39803	9	Trinity;49;941
09-02-2020	yffxVs9i	6.85756	48	Jordyn;25;60
31-07-2020	QiiKng3o	6.97279	16	Alexa;29;7610
04-07-2020	nAJNoAOW	3.7595	13	Hunter;48;2316
26-07-2020	uCBkrvuP	7.41286	15	Paisley;52;30
23-10-2020	U8FE3so2	1.77061	22	Henry;53;29473
01-04-2020	bE1BKhkT	9.36656	6	Kenneth;61;19366
25-07-2020	7zS20wMg	3.34887	18	Hazel;60;4820
29-04-2020	5NxcVjNs	2.16878	30	Blake;58;2375
28-10-2020	zYOYiM63	8.23461	8	Robert;60;160915
09-11-2020	DH0owJTg	2.02924	44	Tucker;36;169
25-11-2020	R9p1_ROC	9.02937	22	Brianna;34;478
18-06-2020	C8kKJWiB	0.87059	16	Rachel;40;27287
10-05-2020	N0tpaNWJ	1.04702	28	Jade;51;13146
21-01-2020	zI_zpuPF	5.15179	24	Patrick;59;145003
24-11-2020	cGf_plYo	5.25375	35	Emery;47;464
04-08-2020	sQBqpG1m	2.31014	14	Abel;51;14842
23-10-2020	LkPVr8Rz	9.72006	22	Vincent;59;76802
04-04-2020	l3D0h7f9	2.2161	35	Oliver;43;31006
13-12-2020	eUxNTwoX	9.27333	25	Hadley;60;86
07-06-2020	WRmiAmUZ	2.70937	41	Kingston;35;345
21-07-2020	SeaRuTb6	9.08948	25	Caleb;27;1908
15-11-2020	UZ1eOnp5	6.20308	8	Genesis;23;1897
04-05-2020	tIkp5smc	8.04743	50	London;36;988
09-02-2020	q3MlLikI	6.6261	2	Jack;55;60392
21-10-2020	1ZNyuTBq	5.43166	41	Liliana;41;23959
23-12-2020	bPOqgwH9	0.05286	45	Jade;51;13146
20-08-2020	zfkx3CbD	0.12021	16	Eli;30;19855
25-12-2020	i5mfg103	1.93523	35	Brooke;37;1120
28-09-2020	JmShhbcs	1.11895	9	Ivan;31;108583
30-09-2020	TuhTxFDe	0.49668	35	Jonathan;28;86751
23-12-2020	xoBxz2sp	3.90883	6	Robert;60;160915
22-07-2020	OAiTgo64	6.39218	4	Morgan;39;14918
16-02-2020	ZK3fxSYQ	0.4008	34	Aubree;54;22
26-11-2020	tEz7m3Zi	4.67539	34	Declan;30;1261
06-02-2020	sKZkP6no	0.66927	46	William;57;59403
19-05-2020	glg7k7_R	7.90175	32	Maddox;35;105
07-06-2020	8FhfA5Wz	3.87649	25	Jace;48;362
16-03-2020	wlozC8r9	7.66529	36	Layla;39;5576
26-12-2020	ZJMvLaaU	2.94517	24	Norah;36;1082
08-02-2020	1NRKE5jF	4.40424	29	Avery;35;257
11-04-2020	HVRz6WjI	8.72249	37	Joseph;57;57397
15-02-2020	OTvF4wWd	2.13649	15	Lucy;45;23795
20-03-2020	t2RTSKC0	8.39698	49	Maria;22;517258
11-12-2020	0qBO0fQz	3.33618	11	Omar;46;65952
07-12-2020	C9uhpkXz	3.75452	26	Oscar;38;67063
13-06-2020	3X7zTbjw	9.64147	48	Gavin;62;5409
18-04-2020	dyhk6_o_	4.23582	7	Austin;33;4452
12-04-2020	7627nSNc	8.10152	8	Mya;28;2024
22-04-2020	sCrqToTG	3.96163	23	Madeline;29;1777
16-04-2020	3c4TJbFA	10.31678	41	Cecilia;51;20294
21-12-2020	AO5_GfM3	8.55771	48	Isaac;30;18162
17-12-2020	4MEM4Mn9	2.20764	33	Adalynn;28;2
10-11-2020	ZByp5u5X	1.23561	48	Mark;49;119611
07-04-2020	GyTDdGSX	5.9525	23	Alaina;62;153
04-05-2020	bsrZ82Ll	9.61771	34	Diego;48;82678
31-10-2020	jxM9H959	2.87826	32	Rose;62;37193
11-05-2020	FmesSVXa	8.19979	11	Taylor;33;3256
03-02-2020	uovC92kX	0.25164	48	Adrian;31;85284
17-08-2020	eWCV9SfZ	2.20781	38	Grant;67;4186
13-03-2020	Q1NQ_Fsy	0.32803	12	Eva;44;125157
29-05-2020	kMDXNW4f	1.03855	1	Roman;42;49660
30-01-2020	dSLs8HhI	9.96598	17	Mackenzie;28;241
30-01-2020	dvpSiOqK	0.0576	16	David;53;482097
14-10-2020	4wNj9nu7	8.45211	34	Mason;46;948
19-05-2020	94967ZkQ	9.81174	26	Quinn;42;359
03-08-2020	bDxsIhse	9.09443	11	Ayden;50;142
08-09-2020	O5qSxQ8Y	3.96203	16	Sophia;30;15106
12-07-2020	orAj_VHq	3.563	3	Abigail;27;5496
07-05-2020	Uu4UyiEn	2.45792	40	Jase;25;598
31-12-2020	5OYcFFyk	1.01006	16	Kenneth;61;19366
02-06-2020	c9Xo9gGl	0.83935	43	Malachi;38;105
08-10-2020	FpkfdcYB	3.79264	49	Paul;59;139491
10-02-2020	xS1NX3gH	4.46482	3	Liam;25;9002
01-08-2020	m5Xz7Hfp	10.077	39	Sara;36;233152
15-04-2020	8l74yOzb	6.1226	45	Eden;35;3226
14-08-2020	E_coeZjN	1.87146	34	Sebastian;32;76858
04-06-2020	V8a4KCKq	10.2878	48	Finn;69;1779
30-05-2020	XeT8ct0g	8.40072	35	Adam;35;110754
12-07-2020	JrRUtomd	7.49042	8	Hunter;48;2316
10-04-2020	rHzFhBbm	4.08096	5	Paige;25;1151
15-12-2020	WXF8kc1c	9.45141	4	Kyle;40;12279
19-11-2020	0rm_rPiq	5.17874	16	Samantha;27;29924
22-08-2020	pnKhAmGO	6.09103	45	Owen;68;3937
17-05-2020	Z1Qj8zEQ	9.81681	6	Makayla;48;58
13-05-2020	MRwOSm1s	7.79742	42	Bryan;23;22575
20-08-2020	2AZNzYoY	4.32213	9	Rachel;40;27287
27-11-2020	oLlsXNuB	2.64245	46	Amir;47;30701
19-03-2020	qNATNZTJ	2.03425	43	Colin;60;11868
09-05-2020	g2MdBpgf	5.25114	7	Andrea;35;282455
14-06-2020	DMJg9Zqe	5.98714	41	Makayla;48;58
09-10-2020	YrvhDGHs	7.34673	28	Richard;59;95810
12-02-2020	5nEIneBU	6.82119	16	Athena;56;1303
29-09-2020	NxYxUuCs	6.7818	8	Addison;55;185
26-06-2020	B5CtNu4D	8.8944	30	Brody;28;213
04-09-2020	oaEOSdDW	2.04605	39	Nicolas;30;113178
24-05-2020	rM16qHpX	9.99973	17	Kennedy;36;2743
05-06-2020	8KyYJBw3	2.64998	46	Lilly;65;9005
23-09-2020	sdDxJX0B	0.86354	43	Joshua;29;20615
23-10-2020	inJSgMjV	1.07428	17	Lucas;43;39355
04-09-2020	KuJtVq98	9.92048	27	Valentina;29;67357
02-11-2020	tkrdyTen	6.30305	25	Jordyn;25;60
17-06-2020	l5SKvwJO	2.66322	10	Stella;61;36811
17-02-2020	A38qqYRX	9.23895	11	Aliyah;34;379
27-02-2020	wfx0Kei2	2.01739	44	Everly;37;63
09-04-2020	_JXgsiRQ	10.72327	6	Hazel;60;4820
05-07-2020	vu6lOt71	5.06091	31	Jordyn;25;60
12-04-2020	rnZ02SHS	8.24479	22	Calvin;41;5283
17-01-2020	6TIgYvIj	0.23049	33	Jeremy;26;47362
04-05-2020	_y7hcQCJ	10.39997	45	Mark;49;119611
25-10-2020	7FEDk1A7	10.86564	18	Levi;35;2671
27-08-2020	dqpeBjR5	1.64134	6	Sydney;35;1941
18-09-2020	OmxgmxUZ	10.04533	19	Tucker;36;169
28-02-2020	t8830eaz	10.72736	24	Dominic;34;9585
17-12-2020	nj5KAdsc	1.05956	41	Rose;62;37193
18-11-2020	m3tpCVD6	2.5918	16	Julian;32;32113
08-04-2020	y4dmkM5V	10.85612	21	Jude;53;4256
28-11-2020	fqKIg6Q_	1.26971	4	Isabelle;48;85531
18-02-2020	j61hJK6e	6.14837	48	Jesus;47;72593
28-06-2020	3ZFU1XTJ	4.08597	49	Isabel;69;56190
19-10-2020	eAamlytk	2.03663	43	Athena;56;1303
04-10-2020	VEwDw2M1	0.25849	35	Henry;53;29473
10-10-2020	D7kmRtVx	0.96026	44	Jayce;50;278
16-03-2020	hDzTOwiA	10.30807	15	Amy;26;30532
08-05-2020	sunIrfwV	2.07182	11	Nathan;36;19570
21-02-2020	rpGjAM_s	10.20254	19	Paige;25;1151
14-12-2020	Anm92wQI	6.8848	17	Abigail;27;5496
04-04-2020	CcXn7h0b	3.66232	15	Weston;39;179
06-09-2020	qp3fS6jk	6.33802	39	Ellie;30;2976
27-11-2020	Db_u9trI	3.11248	13	David;53;482097
04-02-2020	YrTwMMKh	4.41504	26	Kendall;70;481
28-02-2020	J3fN2RtW	6.64013	12	Kaden;30;32
05-10-2020	NG8D57Vx	1.48868	6	Skylar;40;153
07-05-2020	xXb_WuAe	7.5234	33	Sawyer;41;434
18-05-2020	M6tF9unE	4.93158	34	Molly;55;3271
27-08-2020	aqkTJJdk	5.63171	4	Mark;49;119611
19-09-2020	eaXlsMQY	3.68836	39	Cameron;39;3230
12-02-2020	uYJLsM1x	6.74132	26	Gavin;62;5409
21-10-2020	ZDlvWGVg	6.23563	36	Alyssa;27;2900
14-03-2020	RobFhbvq	5.3232	42	Sofia;37;54928
15-03-2020	U6d2Xqrx	8.8084	1	Rose;62;37193
23-12-2020	rXAcleR7	2.40718	11	Bella;34;40138
15-02-2020	HhXf6r6U	0.57839	25	Nicole;37;92379
14-09-2020	gB5S0jhJ	3.45633	1	Claire;29;40081
27-08-2020	GhUwh46d	5.85764	5	Joel;57;40670
17-07-2020	4ovx_Gg2	10.29188	38	Karter;42;102
05-05-2020	ydGZ_s_L	2.52807	50	Elizabeth;33;29973
18-06-2020	Ds6PfDBp	6.34015	18	Richard;59;95810
22-10-2020	EAwD0D5D	3.45777	29	Wyatt;46;290
09-09-2020	c728zrwb	6.48355	31	James;58;111683
18-03-2020	K1bxgQnE	7.68483	15	Aliyah;34;379
13-08-2020	HqN5WcEj	1.21877	8	Piper;49;367
30-06-2020	ocdt31kZ	2.3468	29	Bryson;55;120
18-10-2020	6iqATcLs	1.54583	43	Savannah;30;656
16-10-2020	U__cbgD_	0.06569	23	Abel;51;14842
10-08-2020	oI1MwYw7	10.81629	27	Julia;23;98852
11-07-2020	nv0c30z7	10.78269	36	Brady;40;793
01-07-2020	3o_es29e	7.22138	7	Jonah;31;1288
09-05-2020	LU2x8sgL	6.01382	9	Abigail;27;5496
26-09-2020	94pROIOj	9.56635	27	Evan;28;5188
05-05-2020	UfnwSEOF	10.08626	2	Maverick;35;2713
02-11-2020	wtMzCpNV	8.99805	42	Matthew;35;34742
04-04-2020	OWeev2Qw	10.16452	12	Bentley;37;186
18-01-2020	175LS9oo	7.22706	47	Eric;62;130170
15-10-2020	MvnuXB0S	5.95199	12	Khloe;48;93
29-08-2020	EOyy8N0k	0.32894	45	Isla;45;331
18-09-2020	S9GN8cDf	5.92046	12	Payton;34;120
01-02-2020	IyG5gTWr	9.29429	27	Amir;47;30701
19-08-2020	x04XfSs1	9.01081	24	Evan;28;5188
22-06-2020	URR0ni2N	2.22833	15	Brian;47;48727
04-05-2020	jZbSPSZq	2.06683	19	Derek;57;11050
24-07-2020	bi3v1f9x	10.75135	42	Grant;67;4186
18-01-2020	FppNkSyB	10.93356	2	Brooklyn;36;368
30-08-2020	FWc0D11k	6.43294	29	Luis;46;169982
12-06-2020	qZweqYrB	1.84878	50	Valentina;29;67357
03-08-2020	qAqVFoWo	9.85139	50	Ryder;65;175
29-10-2020	sgAf5IT_	2.14766	7	James;58;111683
14-06-2020	iANmKVxr	5.31952	8	Adeline;39;18863
06-12-2020	Y8SUZNAN	6.47701	34	Nathaniel;29;2860
04-11-2020	JiphcppY	1.23347	33	Anthony;40;95608
13-09-2020	f_Ukia_4	7.99317	49	Alexa;29;7610
13-10-2020	CLAKB1jj	7.69605	45	Carlos;45;228675
05-06-2020	XnkCWMQX	1.44829	5	Alice;31;65532
27-12-2020	rSx47RJ2	4.69233	1	Damian;28;42870
18-03-2020	iCBcZM9v	6.8403	33	Amir;47;30701
12-08-2020	la9l8pE_	10.5781	38	Ruby;23;6886
11-10-2020	9TB8JYFg	4.7197	46	Jeremiah;35;2217
05-04-2020	NyQjgDGY	9.85037	40	Alexis;38;34983
27-09-2020	KrBJoKFz	8.1066	50	Everett;50;195
27-02-2020	Rs2vzvii	9.85308	6	Richard;59;95810
28-11-2020	Th0GbZfg	1.23003	30	Melanie;27;77859
20-09-2020	IcX3iChF	7.81548	11	Jameson;47;375
30-04-2020	PDA4JKRG	10.72545	25	Josephine;61;8737
24-02-2020	DhRDgagL	9.03659	3	Brody;28;213
02-05-2020	IbEx_s9r	8.08624	28	Owen;68;3937
06-07-2020	ru1FSDJU	5.87656	20	Jax;56;723
16-09-2020	RgKgQnsD	1.11099	8	Annabelle;39;5993
29-03-2020	rC7H7i5a	6.95009	13	Aaron;31;24308
07-06-2020	jpJlmlfm	4.05212	12	Peter;58;151057
02-01-2021	R8hKeO8_	2.73462	21	Ethan;37;3443
20-11-2020	zs6NDAEW	1.76069	30	Lorenzo;68;51179
27-09-2020	ZO0B0fA4	8.36228	30	Jeremy;26;47362
02-03-2020	pKp6uErM	10.54825	27	Raelynn;54;7
16-11-2020	OgenuFpr	6.80823	39	Elizabeth;33;29973
01-03-2020	N4vYhgT6	3.16956	16	Natalia;27;94286
07-02-2020	szfS4VmT	10.39792	20	Maddox;35;105
17-02-2020	AJBqhuE8	4.51066	17	Abigail;27;5496
27-08-2020	V33TsJcK	9.6796	2	Silas;34;1623
17-06-2020	SYT7KvWL	9.04086	18	Nicolas;30;113178
21-04-2020	y2fEitzn	5.34831	38	Gabriella;54;13872
07-03-2020	AyBxufmn	2.95907	33	Morgan;39;14918
26-10-2020	9XNMzrtF	5.95433	6	Natalie;33;20959
26-10-2020	Vn5tZKqR	1.06338	19	Natalia;27;94286
15-11-2020	x14iuqZ7	2.19911	30	Luis;46;169982
26-09-2020	hoGkbM1S	0.5614	14	Londyn;49;1
28-07-2020	SWGJEsLN	9.56026	48	Adam;35;110754
15-08-2020	k3ZJZm04	3.03433	14	Henry;53;29473
30-05-2020	UJ9Blq5c	7.73278	45	Victoria;63;32848
13-04-2020	7_1rLlq2	8.9154	24	Alaina;62;153
19-11-2020	U2fDOucm	0.26415	27	Reagan;38;621
08-11-2020	JQJajLMH	8.40613	15	Bryce;45;1016
12-09-2020	yTua49AV	4.36527	28	Blake;58;2375
08-05-2020	MdgFW4Ig	9.23107	3	Miguel;58;152787
20-06-2020	cGAZ1X2A	3.07322	45	Hudson;35;433
27-04-2020	INXqSXPJ	10.28708	15	Ethan;37;3443
03-07-2020	b9c7xNuK	4.83341	11	Leah;40;4748
26-11-2020	ftZ5ahnS	9.43991	12	Brooklynn;36;11
12-11-2020	n0pNaOAg	1.05866	11	Jase;25;598
12-06-2020	EEZlhNc2	6.72747	43	Annabelle;39;5993
20-12-2020	SKV8l96B	10.95739	6	Xander;40;1410
05-05-2020	W2B9WWZ5	9.19109	11	Ryan;43;45355
17-11-2020	9OzoUu36	5.00242	10	Oliver;43;31006
21-12-2020	7bpVJI3G	8.13684	49	Grace;63;19890
19-01-2020	jOIM8zTi	10.05047	14	Dominic;34;9585
03-10-2020	iiuHrZ7y	1.70023	31	Brandon;25;14356
21-05-2020	n31uWK88	3.51898	48	Gabriella;54;13872
31-03-2020	DtsRlkPo	8.84977	9	Mila;50;11771
05-09-2020	g8pgnO5f	8.26213	38	Sawyer;41;434
20-06-2020	CR4Ducoi	5.15562	23	Lucas;43;39355
16-11-2020	T2XdRTz1	3.89512	2	Sophie;27;84363
19-09-2020	S2KTJmye	3.04811	27	Bryan;23;22575
14-11-2020	N9Ok_QJx	5.53585	2	Jordyn;25;60
29-10-2020	2Mar5Mfo	9.53022	22	Vivian;42;11570
07-07-2020	OAIl8gZN	0.8275	44	Isla;45;331
19-04-2020	JVfwObML	4.39373	33	Sadie;50;662
16-04-2020	DdM3Wfa0	4.74505	39	Morgan;39;14918
29-07-2020	JbCHUbw_	6.44465	8	Everly;37;63
20-08-2020	b8n5B7nv	8.86457	44	Julia;23;98852
24-11-2020	quW4WMi7	7.84667	15	John;57;207250
26-05-2020	KMVrInFV	4.62803	10	Jordan;30;29734
05-02-2020	ObXrrn5N	6.98862	24	Hayden;37;717
25-01-2020	OjxRnkLS	2.37317	9	Emilia;60;23813
12-07-2020	8I2jecDH	6.77167	5	Sydney;35;1941
13-08-2020	xfaVjMb2	8.52662	1	Emery;47;464
31-10-2020	4XLR9btY	0.40881	12	Jonah;31;1288
04-03-2020	CWtVhZIj	4.74981	7	Audrey;33;53025
14-07-2020	iXrmaRtt	4.23758	9	Sadie;50;662
24-02-2020	wizZ5QPQ	10.41622	7	Maria;22;517258
04-10-2020	2uBfylpB	10.4065	46	Charlotte;32;35505
18-05-2020	wBChBdG0	3.74741	27	Ivan;31;108583
25-05-2020	Vt3UM5NV	7.91893	30	Payton;34;120
01-05-2020	aAO3ySZC	3.73499	11	Juliana;40;13972
28-03-2020	WOFIeMDp	4.58781	26	Sadie;50;662
12-04-2020	oUfgA4xA	6.1798	45	Maverick;35;2713
11-07-2020	I6tBcwfe	5.97381	37	Julian;32;32113
22-02-2020	sxNi9sCU	9.51819	25	Adam;35;110754
16-06-2020	ApGELx6N	1.50825	36	Justin;27;28843
23-04-2020	hAxmEC4p	7.05651	40	Jaxson;64;10
02-02-2020	uX_a45U_	6.3345	12	Brooke;37;1120
04-07-2020	rmLPE77l	4.31888	48	Hailey;31;373
27-12-2020	kRnzBSEC	5.39638	36	Aubrey;50;1237
07-07-2020	1obRfwkV	1.91458	9	Emma;34;54582
07-10-2020	ZcFcBA4H	0.49367	15	Harper;65;145
26-07-2020	L5zdfPm9	0.86329	38	Abigail;27;5496
04-06-2020	Q3uV49c8	4.91413	48	Christopher;31;52548
22-05-2020	vVqSR0qI	4.60101	28	Lilly;65;9005
10-09-2020	_4LU8GON	6.23122	46	Zayden;37;9
31-07-2020	KivashZO	4.60893	21	Beau;50;2218
05-08-2020	t90NAvrA	5.04923	35	Ezekiel;41;1678
19-09-2020	VmwQiCEa	6.19744	37	Elliot;36;1863
30-05-2020	HqGEmJOS	5.5699	26	Ayden;50;142
19-04-2020	_v9MukUz	1.41178	36	Alexis;38;34983
23-06-2020	Ef5F1dcq	7.76134	37	Jude;53;4256
16-07-2020	XzAZZr7y	9.26528	34	Miles;48;1653
08-07-2020	COZQDNyP	6.28948	28	Ivy;44;5553
02-08-2020	smrtVNIG	6.20095	27	Grace;63;19890
04-06-2020	SRLOAfK0	4.3725	33	Steven;49;59494
08-02-2020	i8uXXMYT	6.02311	44	Vincent;59;76802
07-11-2020	4PQHf33t	1.22722	10	Sebastian;32;76858
04-04-2020	smbM3pkg	9.43732	49	Layla;39;5576
08-09-2020	_IkFMvOa	9.18748	1	Claire;29;40081
18-06-2020	MIU2gZLi	10.18449	16	Jonah;31;1288
20-01-2020	oPGO9piy	3.03783	31	Elizabeth;33;29973
08-06-2020	nAuql0kT	9.6856	24	Bennett;50;298
16-06-2020	wbRyMhNa	9.01476	40	Sophia;30;15106
15-06-2020	EF5mCBht	4.38487	27	Audrey;33;53025
05-09-2020	j2Jpo7JX	2.95638	34	Mateo;39;4838
15-07-2020	zbR9pLl5	7.9717	35	Mason;46;948
13-06-2020	ip1QyFmq	6.33255	8	Parker;52;950
08-11-2020	Pab7ZLo1	7.84673	3	Ariana;36;3295
23-02-2020	pmoD4KeI	9.28507	31	Naomi;35;9832
15-09-2020	OvtLVxre	7.55109	1	Ivy;44;5553
23-12-2020	KN5bSVrK	8.61914	17	Declan;30;1261
14-02-2020	6gKsl77G	5.2618	11	Kenneth;61;19366
05-08-2020	M0z4ZyI7	5.79058	5	Mya;28;2024
01-11-2020	xJc2DTnQ	1.41842	45	Kaleb;35;262
25-11-2020	zgMwaoTk	0.89721	1	Paisley;52;30
05-05-2020	Hj4jg8kb	4.9981	14	Owen;68;3937
08-02-2020	n8QRIqOm	8.48472	2	William;57;59403
12-12-2020	y9OYMUiL	9.41769	47	Hannah;28;12843
26-12-2020	PGfGQ79B	1.13259	14	Matthew;35;34742
26-04-2020	L9vXzmWF	9.32233	16	Margaret;62;15424
09-04-2020	WBucrDPK	8.17796	19	Gavin;62;5409
13-02-2020	ac9VExGt	3.84186	3	Ximena;50;1951
13-12-2020	MyFBUAxc	3.2885	19	Harper;65;145
05-09-2020	E2cVuJ_0	9.86954	7	Benjamin;37;60070
09-08-2020	Bu2JAzRi	5.61946	4	Adalynn;28;2
27-12-2020	bXlrXrHO	7.55538	48	Angel;43;101401
22-07-2020	itU7D3gG	2.49297	7	Grayson;44;115
06-11-2020	KniO8nF1	3.60562	7	Joshua;29;20615
30-04-2020	XHtdYTgR	6.81376	23	Levi;35;2671
26-12-2020	frjfCFvJ	9.73622	4	Rachel;40;27287
15-01-2020	T859xk3U	3.44825	44	Jayce;50;278
08-10-2020	Ka7tIaqM	3.96246	32	Laila;42;16347
05-07-2020	tJaVGusN	2.44718	43	Lyla;61;775
01-12-2020	O4L2tV1D	0.47315	33	Hailey;31;373
09-10-2020	FV04tFq2	3.78992	34	Mateo;39;4838
07-10-2020	2A3ey7KA	7.36854	28	Jose;69;434656
04-08-2020	xb44Daze	7.07686	25	Mila;50;11771
02-04-2020	mohnWkIW	0.47	22	Mia;60;17846
22-12-2020	_8tQ8Er7	3.81465	33	Ian;56;25845
29-12-2020	pvnWYJad	3.85895	38	Lorenzo;68;51179
03-04-2020	4uIBQyBn	5.14654	8	Cole;34;1535
01-09-2020	rS756Eey	1.6574	15	Reagan;38;621
02-11-2020	cxoWym3I	7.78745	46	Josiah;39;494
26-07-2020	OMHurJVo	9.83272	24	Stella;61;36811
24-06-2020	BDGN3Oew	6.71413	16	Zoey;26;726
15-05-2020	UvCM2U_0	9.34346	32	Ivan;31;108583
14-05-2020	_PyazrIi	9.21796	33	Kingston;35;345
29-02-2020	fGIK5pxt	10.18353	25	John;57;207250
03-06-2020	etl8sqnW	7.09162	25	Aidan;42;1393
07-05-2020	NaPB8CGf	3.84355	50	Chase;62;1141
13-03-2020	w5ttkVeF	10.9741	34	Kaden;30;32
12-09-2020	ucveDiWM	6.96316	38	Jason;52;62634
02-12-2020	dAAGSVPa	1.34946	31	Emmett;61;187
23-05-2020	tREWvyY0	10.67544	41	Paisley;52;30
21-05-2020	Ki0qsw8i	6.53401	9	Kaiden;46;16
21-05-2020	rYkWr7Ph	4.036	46	Zayden;37;9
24-02-2020	juXXmIkT	10.07557	40	Joshua;29;20615
28-01-2020	kiKjHMph	1.27193	37	Carter;34;1336
04-04-2020	9SveMXbg	6.89147	3	Jaxson;64;10
02-04-2020	MBGYb0k6	3.54158	27	Luke;37;16374
09-06-2020	OaU73MNj	3.073	11	Jesse;34;9573
07-09-2020	LMr3Pmfn	1.08233	7	Cole;34;1535
16-12-2020	C8kAIPBM	7.10565	41	Tristan;32;9203
21-11-2020	VoNJIK53	3.26648	22	Brooke;37;1120
23-04-2020	5cguw2m7	3.69567	24	Jasper;36;4146
20-07-2020	C6V3l0fD	2.8353	22	Brantley;48;21
18-05-2020	4PCcF5VI	4.11831	27	Elias;53;12662
28-10-2020	DVD6HjH3	6.61169	32	Harper;65;145
14-09-2020	AZoRz1BY	2.83519	40	John;57;207250
11-11-2020	srcuutNY	6.62291	3	Adalynn;28;2
22-07-2020	LPiPpueu	1.2511	17	Chase;62;1141
08-10-2020	erw_sizn	8.57531	48	Olivia;40;21150
07-02-2020	eXcpeHc_	1.55677	45	Delilah;53;298
